nameOrig,last_step,Frequency,MonetarySum,MonetaryAvg,Recency,R_Score,F_Score,M_Score,RFM_Total,Segment
C1633134982,504,5,425788.5716946912,85157.71433893824,302,4,4,4,12,Champions (핵심 VIP)
C1634714164,310,5,1179876.867350488,235975.3734700976,496,3,4,4,11,Champions (핵심 VIP)
C1634776584,257,5,461645.07144587545,92329.01428917509,549,3,4,4,11,Champions (핵심 VIP)
C1635272871,326,3,239336.35371926526,79778.78457308841,480,3,4,4,11,Champions (핵심 VIP)
C1639166855,375,3,1214138.7166498178,404712.90554993926,431,4,4,4,12,Champions (핵심 VIP)
C1639269090,400,3,265249.44745451456,88416.48248483818,406,4,4,4,12,Champions (핵심 VIP)
C1639589225,298,3,526707.508558603,175569.16951953433,508,3,4,4,11,Champions (핵심 VIP)
C1642708889,447,5,891878.5547161661,178375.71094323322,359,4,4,4,12,Champions (핵심 VIP)
C1644820981,329,4,777870.1126443562,194467.52816108905,477,3,4,4,11,Champions (핵심 VIP)
C1646053613,274,5,215398.4893057536,43079.69786115072,532,3,4,4,11,Champions (핵심 VIP)
C1647960279,297,4,598003.6946497925,149500.92366244813,509,3,4,4,11,Champions (핵심 VIP)
C1648940239,349,3,42545876.09320921,14181958.697736403,457,4,4,4,12,Champions (핵심 VIP)
C1651942784,449,4,991953.6936060062,247988.42340150155,357,4,4,4,12,Champions (핵심 VIP)
C1652020129,255,3,962897.2802894375,320965.76009647915,551,3,4,4,11,Champions (핵심 VIP)
C1652156664,543,3,1073236.1713917446,357745.3904639149,263,4,4,4,12,Champions (핵심 VIP)
C1653963334,394,5,486884.0272658857,97376.80545317715,412,4,4,4,12,Champions (핵심 VIP)
C1654279787,354,5,188358.42616065178,37671.68523213036,452,4,4,3,11,Champions (핵심 VIP)
C1654287199,284,3,228955.62572742073,76318.54190914024,522,3,4,4,11,Champions (핵심 VIP)
C1654390321,576,3,52195.52769153799,17398.509230512664,230,4,4,3,11,Champions (핵심 VIP)
C1654941582,347,3,270489.6322835034,90163.21076116781,459,4,4,4,12,Champions (핵심 VIP)
C1656380526,422,3,308983.2929901845,102994.43099672817,384,4,4,4,12,Champions (핵심 VIP)
C1657054840,493,5,868498.4438844441,173699.68877688883,313,4,4,4,12,Champions (핵심 VIP)
C1658831415,332,3,484010.7758936584,161336.92529788613,474,3,4,4,11,Champions (핵심 VIP)
C1659773724,443,5,75218.28159847237,15043.656319694473,363,4,4,3,11,Champions (핵심 VIP)
C1660376529,371,5,313503.2399458423,62700.64798916846,435,4,4,4,12,Champions (핵심 VIP)
C1660845223,468,5,2631497.2519185515,526299.4503837103,338,4,4,4,12,Champions (핵심 VIP)
C1662293815,378,5,50100.60655007066,10020.121310014132,428,4,4,3,11,Champions (핵심 VIP)
C166236663,346,5,792053.9388013192,158410.78776026383,460,3,4,4,11,Champions (핵심 VIP)
C166677877,356,5,356067.46929968736,71213.49385993747,450,4,4,4,12,Champions (핵심 VIP)
C1667862693,259,4,1018794.5915597356,254698.6478899339,547,3,4,4,11,Champions (핵심 VIP)
C1667906368,425,3,133508.09377680536,44502.69792560179,381,4,4,3,11,Champions (핵심 VIP)
C1668346058,351,5,52060.679741544096,10412.13594830882,455,4,4,3,11,Champions (핵심 VIP)
C1670938986,479,4,81470.82480113456,20367.70620028364,327,4,4,3,11,Champions (핵심 VIP)
C1672203649,260,3,305856.374589814,101952.12486327133,546,3,4,4,11,Champions (핵심 VIP)
C1673567908,258,5,1142218.266408329,228443.6532816658,548,3,4,4,11,Champions (핵심 VIP)
C167376897,423,5,2675529.964695159,535105.9929390318,383,4,4,4,12,Champions (핵심 VIP)
C1674042113,442,5,1956252.860275441,391250.57205508824,364,4,4,4,12,Champions (핵심 VIP)
C1674045250,325,5,382938.1087773345,76587.6217554669,481,3,4,4,11,Champions (핵심 VIP)
C1676484837,565,3,333885.98403310287,111295.32801103429,241,4,4,4,12,Champions (핵심 VIP)
C1677160132,331,5,1262820.2312117706,252564.04624235412,475,3,4,4,11,Champions (핵심 VIP)
C1678564203,545,5,1218695.1550263537,243739.03100527072,261,4,4,4,12,Champions (핵심 VIP)
C167872666,302,5,1433374.788998704,286674.9577997408,504,3,4,4,11,Champions (핵심 VIP)
C1679374479,394,4,1352052.8483770522,338013.21209426306,412,4,4,4,12,Champions (핵심 VIP)
C1679469293,259,3,347179.2855059565,115726.4285019855,547,3,4,4,11,Champions (핵심 VIP)
C1679725120,376,5,3180800.81549522,636160.163099044,430,4,4,4,12,Champions (핵심 VIP)
C1680176592,325,3,289211.3841855847,96403.79472852824,481,3,4,4,11,Champions (핵심 VIP)
C1680899696,525,5,296770.2293446763,59354.04586893526,281,4,4,4,12,Champions (핵심 VIP)
C1682045782,332,4,681853.8765524646,170463.46913811614,474,3,4,4,11,Champions (핵심 VIP)
C1682363186,380,4,412736.5845694364,103184.1461423591,426,4,4,4,12,Champions (핵심 VIP)
C1682759421,382,3,6256555.89048579,2085518.6301619299,424,4,4,4,12,Champions (핵심 VIP)
C1682946466,303,4,1258455.5962431752,314613.8990607938,503,3,4,4,11,Champions (핵심 VIP)
C1683580069,379,4,729197.075588032,182299.268897008,427,4,4,4,12,Champions (핵심 VIP)
C1684341256,284,4,261795.87245373733,65448.968113434334,522,3,4,4,11,Champions (핵심 VIP)
C1684917118,466,4,511443.2630036921,127860.81575092302,340,4,4,4,12,Champions (핵심 VIP)
C1685338635,476,3,419739.09547174425,139913.03182391476,330,4,4,4,12,Champions (핵심 VIP)
C1685939306,356,3,57633.12435216537,19211.04145072179,450,4,4,3,11,Champions (핵심 VIP)
C1686848844,443,5,2440040.256607456,488008.05132149125,363,4,4,4,12,Champions (핵심 VIP)
C1688160391,469,5,454549.71445778076,90909.94289155616,337,4,4,4,12,Champions (핵심 VIP)
C1690065659,358,5,464074.0546161493,92814.81092322986,448,4,4,4,12,Champions (핵심 VIP)
C1690513332,282,5,5845284.218525418,1169056.8437050837,524,3,4,4,11,Champions (핵심 VIP)
C1691113184,323,5,580602.6055016101,116120.52110032202,483,3,4,4,11,Champions (핵심 VIP)
C1691746811,369,4,3541493.3249538206,885373.3312384551,437,4,4,4,12,Champions (핵심 VIP)
C1692335625,443,4,423533.0181384627,105883.25453461567,363,4,4,4,12,Champions (핵심 VIP)
C1693240595,469,5,7887478.255025643,1577495.6510051286,337,4,4,4,12,Champions (핵심 VIP)
C1694186477,330,5,1324665.3417051856,264933.06834103714,476,3,4,4,11,Champions (핵심 VIP)
C1694392334,446,4,951132.7028731155,237783.1757182789,360,4,4,4,12,Champions (핵심 VIP)
C1694622352,395,3,882486.1508557757,294162.05028525856,411,4,4,4,12,Champions (핵심 VIP)
C1695361910,383,5,206404.19811179666,41280.83962235933,423,4,4,4,12,Champions (핵심 VIP)
C1695543835,282,3,1222623.1116581939,407541.03721939796,524,3,4,4,11,Champions (핵심 VIP)
C1697154610,308,4,527028.965836313,131757.24145907824,498,3,4,4,11,Champions (핵심 VIP)
C1698711678,372,5,570662.3483415395,114132.4696683079,434,4,4,4,12,Champions (핵심 VIP)
C1698934518,405,5,1826165.6034726447,365233.1206945289,401,4,4,4,12,Champions (핵심 VIP)
C1699021831,493,5,159162.4323665277,31832.48647330554,313,4,4,3,11,Champions (핵심 VIP)
C1699615589,258,4,261721.17353410972,65430.29338352743,548,3,4,4,11,Champions (핵심 VIP)
C1699741793,450,5,5871333.517193509,1174266.7034387018,356,4,4,4,12,Champions (핵심 VIP)
C1702081544,382,4,134160.19213037004,33540.04803259251,424,4,4,3,11,Champions (핵심 VIP)
C1702199837,441,5,1414531.313538411,282906.2627076822,365,4,4,4,12,Champions (핵심 VIP)
C1702222178,323,4,849378.10487626,212344.526219065,483,3,4,4,11,Champions (핵심 VIP)
C1703189081,638,5,164780.4856511129,32956.09713022258,168,4,4,3,11,Champions (핵심 VIP)
C1703323527,644,5,466236.09975852055,93247.21995170412,162,4,4,4,12,Champions (핵심 VIP)
C1704790968,369,3,1152092.4706530992,384030.8235510331,437,4,4,4,12,Champions (핵심 VIP)
C1705211667,420,3,682648.48517542,227549.49505847332,386,4,4,4,12,Champions (핵심 VIP)
C1705339659,690,5,419664.6444617474,83932.92889234948,116,4,4,4,12,Champions (핵심 VIP)
C1705947073,465,5,74383.85963667509,14876.771927335018,341,4,4,3,11,Champions (핵심 VIP)
C1706050914,666,5,670278.5815812335,134055.71631624672,140,4,4,4,12,Champions (핵심 VIP)
C1707220952,359,4,2392065.4122675983,598016.3530668996,447,4,4,4,12,Champions (핵심 VIP)
C170822256,257,5,1454081.5346458487,290816.30692916975,549,3,4,4,11,Champions (핵심 VIP)
C1708258861,445,4,924960.1949137452,231240.0487284363,361,4,4,4,12,Champions (핵심 VIP)
C1709124563,324,4,904946.3068374286,226236.57670935715,482,3,4,4,11,Champions (핵심 VIP)
C1709473257,430,4,72302.10170921299,18075.525427303248,376,4,4,3,11,Champions (핵심 VIP)
C171052435,452,4,964943.7064625991,241235.92661564978,354,4,4,4,12,Champions (핵심 VIP)
C1711345617,466,4,1099374.1632990176,274843.5408247544,340,4,4,4,12,Champions (핵심 VIP)
C1712365130,398,5,3586820.6349667525,717364.1269933505,408,4,4,4,12,Champions (핵심 VIP)
C1714739525,355,4,326605.2256200272,81651.3064050068,451,4,4,4,12,Champions (핵심 VIP)
C171498518,616,4,825501.6199359072,206375.4049839768,190,4,4,4,12,Champions (핵심 VIP)
C1715419783,278,4,203866.02422367147,50966.50605591787,528,3,4,4,11,Champions (핵심 VIP)
C1716712895,260,5,1267557.1171086566,253511.4234217313,546,3,4,4,11,Champions (핵심 VIP)
C1718354146,273,3,899732.826476325,299910.942158775,533,3,4,4,11,Champions (핵심 VIP)
C1720246505,686,5,181331.8276146409,36266.36552292818,120,4,4,3,11,Champions (핵심 VIP)
C1720563485,332,4,574213.9369823517,143553.48424558793,474,3,4,4,11,Champions (핵심 VIP)
C172074933,454,3,757983.047963438,252661.01598781266,352,4,4,4,12,Champions (핵심 VIP)
C1720919749,441,5,2376616.531752237,475323.3063504474,365,4,4,4,12,Champions (핵심 VIP)
C1721493636,373,5,1387218.1848311324,277443.6369662265,433,4,4,4,12,Champions (핵심 VIP)
C1721950663,299,4,541363.6939115436,135340.9234778859,507,3,4,4,11,Champions (핵심 VIP)
C172265913,451,3,865394.8970838841,288464.965694628,355,4,4,4,12,Champions (핵심 VIP)
C1723083589,427,4,1594482.0684727037,398620.5171181759,379,4,4,4,12,Champions (핵심 VIP)
C1723313665,347,3,583879.0602281375,194626.35340937917,459,4,4,4,12,Champions (핵심 VIP)
C1724684597,354,3,2534464.9205240775,844821.6401746925,452,4,4,4,12,Champions (핵심 VIP)
C1725748911,428,5,800624.9460200625,160124.9892040125,378,4,4,4,12,Champions (핵심 VIP)
C1728474460,284,4,393000.5067787182,98250.12669467955,522,3,4,4,11,Champions (핵심 VIP)
C1730955858,424,3,46681.99169602174,15560.663898673913,382,4,4,3,11,Champions (핵심 VIP)
C1731663340,451,3,842178.6828311905,280726.22761039686,355,4,4,4,12,Champions (핵심 VIP)
C1731931790,354,4,438673.7289063886,109668.43222659716,452,4,4,4,12,Champions (핵심 VIP)
C1732260148,305,5,339606.7607333457,67921.35214666915,501,3,4,4,11,Champions (핵심 VIP)
C1733422996,423,5,2032201.1114428567,406440.22228857136,383,4,4,4,12,Champions (핵심 VIP)
C1734004555,472,4,145449.70263551213,36362.42565887803,334,4,4,3,11,Champions (핵심 VIP)
C1736604959,331,5,359066.4069816574,71813.28139633147,475,3,4,4,11,Champions (핵심 VIP)
C173702289,349,5,446693.0153440923,89338.60306881845,457,4,4,4,12,Champions (핵심 VIP)
C1739299388,323,5,1230769.7232534874,246153.94465069746,483,3,4,4,11,Champions (핵심 VIP)
C1741223334,280,4,580543.0471215926,145135.76178039814,526,3,4,4,11,Champions (핵심 VIP)
C1742047284,419,5,58478.39201675689,11695.678403351378,387,4,4,3,11,Champions (핵심 VIP)
C1742828196,306,5,349177.45580255386,69835.49116051078,500,3,4,4,11,Champions (핵심 VIP)
C1742833686,274,4,432836.77463112236,108209.19365778059,532,3,4,4,11,Champions (핵심 VIP)
C1742967365,330,4,1603493.4682894752,400873.3670723688,476,3,4,4,11,Champions (핵심 VIP)
C1743557360,346,5,522631.38150632003,104526.276301264,460,3,4,4,11,Champions (핵심 VIP)
C1743763901,327,5,334450.90805900074,66890.18161180014,479,3,4,4,11,Champions (핵심 VIP)
C1745595585,451,3,691025.3490944692,230341.78303148973,355,4,4,4,12,Champions (핵심 VIP)
C1745644922,452,5,1625609.6552676214,325121.93105352425,354,4,4,4,12,Champions (핵심 VIP)
C1747509385,442,4,22215045.38700204,5553761.34675051,364,4,4,4,12,Champions (핵심 VIP)
C1748361065,494,5,2152625.762420644,430525.15248412883,312,4,4,4,12,Champions (핵심 VIP)
C174900112,406,4,357238.3282259448,89309.5820564862,400,4,4,4,12,Champions (핵심 VIP)
C1750280552,586,4,794861.8070576848,198715.4517644212,220,4,4,4,12,Champions (핵심 VIP)
C1750691692,466,4,54979.23296692106,13744.808241730265,340,4,4,3,11,Champions (핵심 VIP)
C1752574660,425,5,71747.15237330837,14349.430474661674,381,4,4,3,11,Champions (핵심 VIP)
C1753117275,791,5,97125.23607824095,19425.047215648192,15,4,4,3,11,Champions (핵심 VIP)
C1753251204,452,3,661233.6162397459,220411.20541324862,354,4,4,4,12,Champions (핵심 VIP)
C1753719615,379,4,272959.20207646396,68239.80051911599,427,4,4,4,12,Champions (핵심 VIP)
C1754169743,394,5,1596892.2466484287,319378.44932968577,412,4,4,4,12,Champions (핵심 VIP)
C175463553,594,3,275873.9111927792,91957.97039759306,212,4,4,4,12,Champions (핵심 VIP)
C1754677787,448,5,112007.92124071787,22401.584248143576,358,4,4,3,11,Champions (핵심 VIP)
C1755326382,400,4,854097.4432538841,213524.36081347102,406,4,4,4,12,Champions (핵심 VIP)
C175566207,403,5,2235766.5566067602,447153.311321352,403,4,4,4,12,Champions (핵심 VIP)
C1756949322,592,3,75112.86694650968,25037.622315503224,214,4,4,3,11,Champions (핵심 VIP)
C1757413238,332,5,1640248.418910553,328049.6837821106,474,3,4,4,11,Champions (핵심 VIP)
C1759376349,501,5,487047.87137467484,97409.57427493497,305,4,4,4,12,Champions (핵심 VIP)
C1759883462,446,3,203155.77646861016,67718.59215620339,360,4,4,4,12,Champions (핵심 VIP)
C1760787659,449,3,669918.3069192106,223306.10230640354,357,4,4,4,12,Champions (핵심 VIP)
C1761735797,381,4,147170.15523340803,36792.53880835201,425,4,4,3,11,Champions (핵심 VIP)
C1764238497,321,5,273105.9580036493,54621.191600729864,485,3,4,4,11,Champions (핵심 VIP)
C1764729045,419,4,371882.2539822728,92970.5634955682,387,4,4,4,12,Champions (핵심 VIP)
C1765632192,495,5,95068.10139966087,19013.620279932173,311,4,4,3,11,Champions (핵심 VIP)
C1765893501,400,4,66892.13382304364,16723.03345576091,406,4,4,3,11,Champions (핵심 VIP)
C1766518471,763,4,65379.15130179887,16344.787825449717,43,4,4,3,11,Champions (핵심 VIP)
C1768141225,470,4,836831.2234728073,209207.80586820183,336,4,4,4,12,Champions (핵심 VIP)
C1768917478,401,5,154060.6575637439,30812.131512748783,405,4,4,3,11,Champions (핵심 VIP)
C176904589,451,5,847440.1996075463,169488.03992150928,355,4,4,4,12,Champions (핵심 VIP)
C1769571371,396,5,915358.4980076115,183071.6996015223,410,4,4,4,12,Champions (핵심 VIP)
C1769731313,644,3,647577.6015377333,215859.20051257778,162,4,4,4,12,Champions (핵심 VIP)
C1770063188,471,5,944562.5317532412,188912.50635064824,335,4,4,4,12,Champions (핵심 VIP)
C1771030413,445,5,233932.3798026134,46786.47596052268,361,4,4,4,12,Champions (핵심 VIP)
C1771238093,465,5,1791807.4865134472,358361.4973026895,341,4,4,4,12,Champions (핵심 VIP)
C1772112802,475,4,1144563.948199593,286140.98704989825,331,4,4,4,12,Champions (핵심 VIP)
C1772355534,380,5,5240105.83924646,1048021.167849292,426,4,4,4,12,Champions (핵심 VIP)
C1772704536,301,5,607359.6392257598,121471.92784515195,505,3,4,4,11,Champions (핵심 VIP)
C1773987806,304,4,373375.9386727641,93343.98466819103,502,3,4,4,11,Champions (핵심 VIP)
C1775047948,299,4,933457.5589649803,233364.38974124508,507,3,4,4,11,Champions (핵심 VIP)
C1775204731,381,5,601378.3370753892,120275.66741507784,425,4,4,4,12,Champions (핵심 VIP)
C1775389808,442,4,457079.9459904845,114269.98649762112,364,4,4,4,12,Champions (핵심 VIP)
C1775698560,305,4,1081774.8106541438,270443.70266353595,501,3,4,4,11,Champions (핵심 VIP)
C177577323,427,5,298019.31246481923,59603.862492963846,379,4,4,4,12,Champions (핵심 VIP)
C1775817929,377,4,611668.3006488681,152917.07516221702,429,4,4,4,12,Champions (핵심 VIP)
C1776579370,350,4,184318.120288932,46079.530072233,456,4,4,3,11,Champions (핵심 VIP)
C1776639665,303,5,824752.0314693596,164950.40629387193,503,3,4,4,11,Champions (핵심 VIP)
C1779896753,376,3,634456.4776451809,211485.49254839364,430,4,4,4,12,Champions (핵심 VIP)
C1780791360,299,5,2577960.071950358,515592.01439007156,507,3,4,4,11,Champions (핵심 VIP)
C1780860622,352,5,692216.6682276567,138443.33364553135,454,4,4,4,12,Champions (핵심 VIP)
C1782137882,474,4,354346.5637990415,88586.64094976037,332,4,4,4,12,Champions (핵심 VIP)
C1782232452,301,3,804843.3736661407,268281.12455538026,505,3,4,4,11,Champions (핵심 VIP)
C1782333171,424,5,2011881.036251981,402376.2072503962,382,4,4,4,12,Champions (핵심 VIP)
C1782407604,378,5,64998.74698935022,12999.749397870044,428,4,4,3,11,Champions (핵심 VIP)
C1782418264,333,5,547006.6027148739,109401.32054297478,473,3,4,4,11,Champions (핵심 VIP)
C1783607694,258,5,1431307.774633233,286261.5549266466,548,3,4,4,11,Champions (핵심 VIP)
C1784201583,355,3,1831068.7213274413,610356.2404424804,451,4,4,4,12,Champions (핵심 VIP)
C1784945333,327,5,928436.7858190077,185687.35716380153,479,3,4,4,11,Champions (핵심 VIP)
C178548078,376,4,8380730.702412616,2095182.675603154,430,4,4,4,12,Champions (핵심 VIP)
C1785980017,660,3,58108.645312332286,19369.548437444097,146,4,4,3,11,Champions (핵심 VIP)
C1786286960,283,4,669509.8064343161,167377.45160857902,523,3,4,4,11,Champions (핵심 VIP)
C1786665448,402,5,908694.0576466506,181738.81152933012,404,4,4,4,12,Champions (핵심 VIP)
C1786713234,431,5,415437.33172775904,83087.4663455518,375,4,4,4,12,Champions (핵심 VIP)
C1787681112,762,4,63453.01948752634,15863.254871881585,44,4,4,3,11,Champions (핵심 VIP)
C1787807766,565,5,852464.5900326311,170492.91800652622,241,4,4,4,12,Champions (핵심 VIP)
C1790369944,349,5,359234.7333704406,71846.94667408812,457,4,4,4,12,Champions (핵심 VIP)
C179177437,397,5,851849.6523430618,170369.93046861235,409,4,4,4,12,Champions (핵심 VIP)
C1795028366,299,3,2618179.088991975,872726.362997325,507,3,4,4,11,Champions (핵심 VIP)
C1795559676,370,5,1835922.5065584844,367184.5013116969,436,4,4,4,12,Champions (핵심 VIP)
C1798487374,479,5,85031.33242168663,17006.266484337328,327,4,4,3,11,Champions (핵심 VIP)
C1801044877,466,4,1304461.56810764,326115.39202691,340,4,4,4,12,Champions (핵심 VIP)
C1801769316,570,3,356675.2381641292,118891.74605470973,236,4,4,4,12,Champions (핵심 VIP)
C1802966676,447,5,1750067.5868329331,350013.5173665866,359,4,4,4,12,Champions (핵심 VIP)
C1803385597,355,5,922133.6121067813,184426.72242135627,451,4,4,4,12,Champions (핵심 VIP)
C1804484870,404,5,1372731.160718143,274546.2321436286,402,4,4,4,12,Champions (핵심 VIP)
C1804852482,373,3,64395.70125438206,21465.233751460688,433,4,4,3,11,Champions (핵심 VIP)
C1806435903,545,5,474595.22774509504,94919.045549019,261,4,4,4,12,Champions (핵심 VIP)
C1806956449,306,3,578281.1284364067,192760.3761454689,500,3,4,4,11,Champions (핵심 VIP)
C1807720535,346,5,639453.8300516142,127890.76601032284,460,3,4,4,11,Champions (핵심 VIP)
C1807938098,425,3,700248.7132749119,233416.23775830396,381,4,4,4,12,Champions (핵심 VIP)
C1809166801,452,5,1084060.5792854098,216812.11585708195,354,4,4,4,12,Champions (핵심 VIP)
C1809351151,352,4,160142.64599818335,40035.66149954584,454,4,4,3,11,Champions (핵심 VIP)
C1809406021,380,3,262661.3054777046,87553.76849256821,426,4,4,4,12,Champions (핵심 VIP)
C1810166039,543,3,839398.8035219279,279799.60117397597,263,4,4,4,12,Champions (핵심 VIP)
C1811415587,562,4,257008.01752877026,64252.004382192565,244,4,4,4,12,Champions (핵심 VIP)
C1813147188,522,5,46230.110236122986,9246.022047224596,284,4,4,3,11,Champions (핵심 VIP)
C181392329,400,4,808260.9479309688,202065.2369827422,406,4,4,4,12,Champions (핵심 VIP)
C1814534434,283,4,900343.3992102692,225085.8498025673,523,3,4,4,11,Champions (핵심 VIP)
C181598704,426,5,751855.1506802249,150371.03013604498,380,4,4,4,12,Champions (핵심 VIP)
C181725593,258,3,1330698.1985152462,443566.06617174874,548,3,4,4,11,Champions (핵심 VIP)
C181732553,474,5,61349.96758590656,12269.993517181312,332,4,4,3,11,Champions (핵심 VIP)
C1817512198,709,4,555332.6261299156,138833.1565324789,97,4,4,4,12,Champions (핵심 VIP)
C1817993029,427,3,280255.0813063792,93418.36043545972,379,4,4,4,12,Champions (핵심 VIP)
C181924691,285,3,658794.4901640269,219598.16338800895,521,3,4,4,11,Champions (핵심 VIP)
C181932048,261,3,2590779.7981088026,863593.2660362675,545,3,4,4,11,Champions (핵심 VIP)
C181988200,324,5,1095130.2637419242,219026.05274838483,482,3,4,4,11,Champions (핵심 VIP)
C1820207154,452,5,1461659.3902711598,292331.878054232,354,4,4,4,12,Champions (핵심 VIP)
C1820790143,441,5,281477.05923163355,56295.41184632671,365,4,4,4,12,Champions (핵심 VIP)
C1820815019,304,5,543667.0431547734,108733.40863095468,502,3,4,4,11,Champions (핵심 VIP)
C1820828754,449,5,975954.3768690706,195190.8753738141,357,4,4,4,12,Champions (핵심 VIP)
C1822035744,273,3,201958.5697991159,67319.52326637197,533,3,4,4,11,Champions (핵심 VIP)
C1822809380,380,4,246927.74497631,61731.9362440775,426,4,4,4,12,Champions (핵심 VIP)
C1822916344,441,3,229740.14324858287,76580.04774952763,365,4,4,4,12,Champions (핵심 VIP)
C1824297557,297,4,205706.76705125434,51426.691762813585,509,3,4,4,11,Champions (핵심 VIP)
C182442990,257,3,236692.6405465739,78897.54684885796,549,3,4,4,11,Champions (핵심 VIP)
C1824686994,495,5,56548.87325566444,11309.774651132888,311,4,4,3,11,Champions (핵심 VIP)
C1826887951,442,3,434014.8144551682,144671.6048183894,364,4,4,4,12,Champions (핵심 VIP)
C1826942546,348,3,410096.35921398515,136698.78640466172,458,4,4,4,12,Champions (핵심 VIP)
C1827270000,274,5,614852.3223477473,122970.46446954945,532,3,4,4,11,Champions (핵심 VIP)
C1828393710,279,5,1933547.781912244,386709.55638244876,527,3,4,4,11,Champions (핵심 VIP)
C1828711255,377,3,878885.621999105,292961.87399970164,429,4,4,4,12,Champions (핵심 VIP)
C1828843327,301,4,356436.9234041099,89109.23085102747,505,3,4,4,11,Champions (핵심 VIP)
C1829249361,306,4,1307057.6530330717,326764.4132582679,500,3,4,4,11,Champions (핵심 VIP)
C1829552615,306,3,565992.3771605992,188664.12572019975,500,3,4,4,11,Champions (핵심 VIP)
C1830202662,354,3,554305.8717026792,184768.62390089306,452,4,4,4,12,Champions (핵심 VIP)
C1830343097,468,4,148443.28468342323,37110.82117085581,338,4,4,3,11,Champions (핵심 VIP)
C1831271359,450,3,152345.586811094,50781.86227036466,356,4,4,3,11,Champions (핵심 VIP)
C1832714770,442,4,605777.3018863634,151444.32547159086,364,4,4,4,12,Champions (핵심 VIP)
C1833444449,279,4,699594.7107933029,174898.67769832572,527,3,4,4,11,Champions (핵심 VIP)
C1834680670,357,4,73029.49740060324,18257.37435015081,449,4,4,3,11,Champions (핵심 VIP)
C18348591,398,1,405971.83,405971.83,408,4,3,4,11,Champions (핵심 VIP)
C1834994875,588,3,1179348.845638841,393116.28187961364,218,4,4,4,12,Champions (핵심 VIP)
C1835029366,377,1,228518.63,228518.63,429,4,3,4,11,Champions (핵심 VIP)
C1835154546,396,1,641754.3,641754.3,410,4,3,4,11,Champions (핵심 VIP)
C1835264450,355,1,292416.92,292416.92,451,4,3,4,11,Champions (핵심 VIP)
C1835277194,563,1,1565621.39,1565621.39,243,4,3,4,11,Champions (핵심 VIP)
C1835545978,588,1,282329.83,282329.83,218,4,3,4,11,Champions (핵심 VIP)
C1835629938,404,1,238215.4,238215.4,402,4,3,4,11,Champions (핵심 VIP)
C1835638108,347,1,225322.72,225322.72,459,4,3,4,11,Champions (핵심 VIP)
C183565247,348,1,369613.14,369613.14,458,4,3,4,11,Champions (핵심 VIP)
C1835837753,466,5,88695.21220321562,17739.042440643123,340,4,4,3,11,Champions (핵심 VIP)
C1835992215,544,1,1041203.31,1041203.31,262,4,3,4,11,Champions (핵심 VIP)
C1836426814,350,1,2188606.17,2188606.17,456,4,3,4,11,Champions (핵심 VIP)
C1836921559,372,1,367222.15,367222.15,434,4,3,4,11,Champions (핵심 VIP)
C1836951118,358,1,400519.99,400519.99,448,4,3,4,11,Champions (핵심 VIP)
C1837197583,564,1,283803.72,283803.72,242,4,3,4,11,Champions (핵심 VIP)
C1837416478,372,1,384789.87,384789.87,434,4,3,4,11,Champions (핵심 VIP)
C1837426305,405,1,259106.62,259106.62,401,4,3,4,11,Champions (핵심 VIP)
C1837628447,382,5,708164.8369007255,141632.9673801451,424,4,4,4,12,Champions (핵심 VIP)
C1837892934,402,1,242110.75,242110.75,404,4,3,4,11,Champions (핵심 VIP)
C183796913,552,1,396905.3,396905.3,254,4,3,4,11,Champions (핵심 VIP)
C1838158235,590,1,806861.12,806861.12,216,4,3,4,11,Champions (핵심 VIP)
C1838309463,520,1,244679.27,244679.27,286,4,3,4,11,Champions (핵심 VIP)
C1838312727,279,4,3997676.4584757797,999419.1146189449,527,3,4,4,11,Champions (핵심 VIP)
C1838450722,683,1,1291770.59,1291770.59,123,4,3,4,11,Champions (핵심 VIP)
C183872190,345,5,840548.8407666476,168109.76815332953,461,3,4,4,11,Champions (핵심 VIP)
C1838823633,347,1,261032.28,261032.28,459,4,3,4,11,Champions (핵심 VIP)
C1838883393,254,3,1065389.4313726858,355129.8104575619,552,3,4,4,11,Champions (핵심 VIP)
C18388976,376,5,712654.6000466774,142530.92000933547,430,4,4,4,12,Champions (핵심 VIP)
C1839439202,402,1,357393.19,357393.19,404,4,3,4,11,Champions (핵심 VIP)
C1839513665,398,3,376023.22917989094,125341.07639329699,408,4,4,4,12,Champions (핵심 VIP)
C183962061,371,3,456779.6786195888,152259.89287319625,435,4,4,4,12,Champions (핵심 VIP)
C1839703384,350,1,245979.99,245979.99,456,4,3,4,11,Champions (핵심 VIP)
C1839797200,283,5,837928.7952324867,167585.75904649735,523,3,4,4,11,Champions (핵심 VIP)
C1840060858,450,3,504998.53632874833,168332.84544291612,356,4,4,4,12,Champions (핵심 VIP)
C1840139343,545,1,221327.24,221327.24,261,4,3,4,11,Champions (핵심 VIP)
C1840309267,376,5,914237.9880720647,182847.59761441295,430,4,4,4,12,Champions (핵심 VIP)
C1840459421,396,1,218841.31,218841.31,410,4,3,4,11,Champions (핵심 VIP)
C1840650899,355,1,311897.54,311897.54,451,4,3,4,11,Champions (핵심 VIP)
C1841108322,353,1,380803.25,380803.25,453,4,3,4,11,Champions (핵심 VIP)
C1841360192,375,1,424611.19,424611.19,431,4,3,4,11,Champions (핵심 VIP)
C1841410077,354,1,372205.66,372205.66,452,4,3,4,11,Champions (핵심 VIP)
