nameOrig,last_step,Frequency,MonetarySum,MonetaryAvg,Recency
C1099569738,375,1,1457.87,1457.87,431
C1099576621,307,1,52448.0,52448.0,499
C1099603495,229,1,74119.74,74119.74,577
C109968437,230,1,466130.93,466130.93,576
C1099687383,138,1,207186.49,207186.49,668
C1099709351,324,1,2344.92,2344.92,482
C1099714122,8,0,0.0,0.0,798
C109971977,589,1,226514.88,226514.88,217
C109976020,93,1,9332.79,9332.79,713
C10997890,129,1,4560.07,4560.07,677
C1099806231,134,1,23068.25,23068.25,672
C109984549,309,1,14922.4,14922.4,497
C1099856039,16,0,0.0,0.0,790
C10998887,180,1,310510.34,310510.34,626
C1099904119,301,1,274646.52,274646.52,505
C1099907977,254,1,337645.41,337645.41,552
C1099914109,335,1,21991.11,21991.11,471
C1099954838,514,1,7337.46,7337.46,292
C1099960145,354,1,12665.62,12665.62,452
C1099974605,132,1,134113.21,134113.21,674
C1100001699,163,1,129740.87,129740.87,643
C1100015603,570,1,370581.4,370581.4,236
C1100056684,379,1,8835.59,8835.59,427
C1100062165,357,1,30844.55,30844.55,449
C1100091457,20,0,0.0,0.0,786
C1100099781,36,0,0.0,0.0,770
C110015369,67,1,24553.10449420542,24553.10449420542,739
C110017259,374,1,52759.05,52759.05,432
C1100214202,205,1,2652.18,2652.18,601
C1100217334,282,1,478255.43,478255.43,524
C1100239792,252,1,1264.25,1264.25,554
C1100288091,1,0,0.0,0.0,805
C1100315245,370,1,14135.07,14135.07,436
C110033676,158,1,45852.03,45852.03,648
C1100380709,183,1,642083.96,642083.96,623
C1100383198,354,1,28228.01,28228.01,452
C1100383507,164,1,10937.74,10937.74,642
C1100431015,159,1,201549.16,201549.16,647
C1100457822,231,1,32850.5,32850.5,575
C110048837,46,0,0.0,0.0,760
C1100508113,142,1,4463.76,4463.76,664
C1100516241,154,1,25664.62,25664.62,652
C1100521378,163,1,311391.89,311391.89,643
C110058797,346,1,354292.31,354292.31,460
C1100590176,181,1,44264.36,44264.36,625
C1100631847,180,1,228621.86,228621.86,626
C110064342,250,3,34330.765391073066,11443.588463691021,556
C1100667545,278,1,147280.94,147280.94,528
C1100716565,179,1,358051.43,358051.43,627
C1100727856,350,1,36075.18,36075.18,456
C110073435,238,1,9642.46,9642.46,568
C1100735792,402,1,66767.68,66767.68,404
C1100750349,185,1,17021.12,17021.12,621
C1100773128,189,1,2700.68,2700.68,617
C1100776156,181,1,53000.14,53000.14,625
C1100788671,378,1,3012.51,3012.51,428
C110079431,158,1,342199.79,342199.79,648
C110080796,181,1,2537.4,2537.4,625
C1100819827,140,1,366292.92,366292.92,666
C1100822216,548,1,2669.92,2669.92,258
C1100867576,259,1,190441.85,190441.85,547
C1100881341,307,1,311520.05,311520.05,499
C1100894237,393,1,12015.16,12015.16,413
C1100903212,139,1,120706.35,120706.35,667
C1100940288,130,1,1199.15,1199.15,676
C11009417,329,1,751746.63,751746.63,477
C1100955135,287,1,9777.14,9777.14,519
C1100988935,309,1,425033.67,425033.67,497
C1100995665,307,1,102560.18,102560.18,499
C1101075290,162,1,81059.68,81059.68,644
C1101172692,323,1,18300.33,18300.33,483
C1101183742,11,0,0.0,0.0,795
C1101193068,254,1,138364.92,138364.92,552
C1101211162,230,1,1194216.12,1194216.12,576
C1101214512,345,1,1556.11,1556.11,461
C1101215172,8,0,0.0,0.0,798
C1101284939,47,0,0.0,0.0,759
C1101295424,234,1,382170.86,382170.86,572
C1101298067,259,1,452.0,452.0,547
C1101305093,189,1,10013.83,10013.83,617
C1101353768,132,1,14101.77,14101.77,674
C1101357449,382,1,239860.55,239860.55,424
C1101386811,306,1,31195.43,31195.43,500
C1101418648,42,0,0.0,0.0,764
C1101438534,156,1,438610.44,438610.44,650
C1101452757,135,1,135316.41,135316.41,671
C1101544220,9,0,0.0,0.0,797
C1101547652,130,1,123898.89,123898.89,676
C1101553613,374,1,168789.73,168789.73,432
C1101598632,1,0,0.0,0.0,805
C1101617829,403,1,18430.86,18430.86,403
C1101638391,376,1,548613.49,548613.49,430
C1101648371,230,1,6122.29,6122.29,576
C1101666089,500,1,158234.5,158234.5,306
C1101667058,399,1,17834.83,17834.83,407
C1101672426,162,1,45852.64,45852.64,644
C1101702080,257,1,10746.07,10746.07,549
C1101707852,188,3,70738.19998907944,23579.399996359814,618
C1101715171,257,1,350482.12,350482.12,549
C1101742131,160,1,113484.93,113484.93,646
C1101758849,182,1,200121.42,200121.42,624
C110177607,45,0,0.0,0.0,761
C1101857490,306,1,159124.34,159124.34,500
C1101857945,346,1,284076.49,284076.49,460
C11018848,373,3,38880285.41205206,12960095.137350686,433
C1101888026,407,1,82674.77,82674.77,399
C1101920366,279,1,56173.11,56173.11,527
C1101932247,352,1,24319.67,24319.67,454
C1101938025,691,1,8251.49,8251.49,115
C1101941175,235,1,150881.34,150881.34,571
C1101956573,253,1,11233.4,11233.4,553
C1101959576,397,1,133941.97,133941.97,409
C1101977787,373,1,32396.13,32396.13,433
C110198043,375,1,22002.83,22002.83,431
C1101983756,322,1,405754.46,405754.46,484
C1101989827,39,0,0.0,0.0,767
C1101990248,350,1,129862.41,129862.41,456
C1101991639,306,1,5119.57,5119.57,500
C1102037052,255,1,74847.59,74847.59,551
C1102038640,203,1,54441.25,54441.25,603
C1102040212,35,0,0.0,0.0,771
C1102065298,41,0,0.0,0.0,765
C1102072129,258,1,255323.12,255323.12,548
C1102072459,514,1,321758.08,321758.08,292
C1102080688,164,1,212221.91,212221.91,642
C1102147073,283,1,620.82,620.82,523
C1102160258,304,1,10000000.0,10000000.0,502
C1102172888,325,1,15826.4,15826.4,481
C1102179516,35,0,0.0,0.0,771
C1102180397,372,1,21649.46,21649.46,434
C1102192756,327,1,18621.9,18621.9,479
C1102192994,211,1,2324.71,2324.71,595
C1102214249,95,1,12027.75,12027.75,711
C110221464,139,1,106860.59,106860.59,667
C1102219579,159,1,267093.52,267093.52,647
C1102225791,23,0,0.0,0.0,783
C1102238153,373,1,33549.46,33549.46,433
C1102253504,205,1,127667.58,127667.58,601
C1102254126,139,1,16703.92,16703.92,667
C1102308095,181,1,175524.74,175524.74,625
C1102349535,179,1,9696.46,9696.46,627
C110239833,371,1,19758.28,19758.28,435
C1102412918,261,1,58057.3,58057.3,545
C1102413282,204,1,524.19,524.19,602
C1102415922,22,0,0.0,0.0,784
C1102429211,132,1,55858.98,55858.98,674
C1102453692,9,0,0.0,0.0,797
C1102457058,139,1,104701.65,104701.65,667
C1102485382,525,1,77568.81,77568.81,281
C1102525687,165,1,90211.81,90211.81,641
C1102528733,400,1,289640.66,289640.66,406
C1102531854,334,1,4382.33,4382.33,472
C110253488,403,4,900544.5549583264,225136.1387395816,403
C1102558943,396,1,1774871.61,1774871.61,410
C110256893,355,1,110528.53,110528.53,451
C1102573517,300,1,34501.98,34501.98,506
C1102575393,9,0,0.0,0.0,797
C1102575442,349,1,14028.87,14028.87,457
C1102596744,350,1,2494.67,2494.67,456
C1102606426,449,5,380872.8957837329,76174.57915674658,357
C1102606613,18,0,0.0,0.0,788
C1102610699,350,4,67285.38731331535,16821.34682832884,456
C1102630083,46,0,0.0,0.0,760
C1102643829,400,1,38885.12,38885.12,406
C1102672587,45,0,0.0,0.0,761
C1102677720,284,1,34709.49,34709.49,522
C1102681728,180,1,20795.54,20795.54,626
C1102689054,228,1,1523.47,1523.47,578
C1102715636,19,0,0.0,0.0,787
C1102727017,187,1,4437.64,4437.64,619
C1102759666,322,1,5127651.24,5127651.24,484
C1102762851,403,1,65689.24,65689.24,403
C1102782043,251,1,1245.99,1245.99,555
C1102782185,283,1,143396.53,143396.53,523
C1102790063,299,1,7540.12,7540.12,507
C1102792071,17,0,0.0,0.0,789
C1102858819,306,1,272621.97,272621.97,500
C1102860583,212,1,136275.02,136275.02,594
C110289321,203,1,443644.78,443644.78,603
C1102908825,274,1,1723.25,1723.25,532
C1102915773,131,1,79792.76,79792.76,675
C1102932258,211,4,113050.14178455532,28262.53544613883,595
C110293496,227,1,109649.41,109649.41,579
C1102957672,254,1,254876.56,254876.56,552
C1102962963,35,0,0.0,0.0,771
C1102975664,158,1,1336.24,1336.24,648
C1103037199,183,1,3338.42,3338.42,623
C1103056844,383,1,33199.17,33199.17,423
C1103058695,159,1,843.26,843.26,647
C1103070086,403,1,405815.33,405815.33,403
C1103099907,301,1,277123.42,277123.42,505
C1103104073,283,1,173122.07,173122.07,523
C1103117072,160,1,122731.67,122731.67,646
C1103145023,278,1,124278.99,124278.99,528
C1103174759,178,1,10843.67,10843.67,628
C1103176622,258,1,13436.74,13436.74,548
C1103242925,129,1,156184.86,156184.86,677
C1103269373,95,1,13624.67,13624.67,711
C1103275348,185,1,6061.8,6061.8,621
C110329604,358,1,1748.07,1748.07,448
C1103316360,212,1,518190.59,518190.59,594
C1103324099,307,1,91443.34,91443.34,499
C1103328174,399,1,12174.69,12174.69,407
C1103331871,323,1,19366.58,19366.58,483
C1103332513,396,1,28951.74,28951.74,410
C1103428539,259,1,7321.11,7321.11,547
C1103492876,306,1,489239.49,489239.49,500
C1103549882,154,1,188415.53,188415.53,652
C1103566257,36,0,0.0,0.0,770
C1103582243,159,1,31399.08,31399.08,647
C1103602013,8,0,0.0,0.0,798
C1103603079,19,0,0.0,0.0,787
C1103664498,44,0,0.0,0.0,762
C1103680555,19,0,0.0,0.0,787
C1103766085,379,4,816711.0579130683,204177.76447826708,427
C1103775290,205,1,149841.26,149841.26,601
C1103784135,17,0,0.0,0.0,789
C1103809936,13,0,0.0,0.0,793
C1103825380,209,1,270262.62,270262.62,597
C1103835053,163,1,216413.63,216413.63,643
C1103905116,234,1,275928.99,275928.99,572
C1103944450,42,0,0.0,0.0,764
C1103948413,329,1,265652.62,265652.62,477
C1103959423,277,1,61722.45,61722.45,529
C1103969254,206,1,75970.4,75970.4,600
C1103998553,259,5,18343.86076716818,3668.7721534336356,547
C1104015207,251,1,60644.66,60644.66,555
C1104046405,158,1,323529.31,323529.31,648
C1104054779,322,4,941002.5947980601,235250.64869951503,484
C1104081779,236,1,221381.92,221381.92,570
C1104094878,393,1,124708.36,124708.36,413
C1104127043,181,1,109582.75,109582.75,625
C1104127793,592,1,246709.19,246709.19,214
C110414766,234,1,72332.07,72332.07,572
C110418203,258,1,116227.81,116227.81,548
C11042307,65,1,2401.2442000716387,2401.2442000716387,741
C1104260735,10,0,0.0,0.0,796
C1104283736,139,1,326058.12,326058.12,667
C1104286717,253,1,101536.97,101536.97,553
C1104292802,346,1,116834.14,116834.14,460
C1104293901,309,1,10201.64,10201.64,497
C1104338464,687,1,205955.87,205955.87,119
C1104357023,214,1,118015.41,118015.41,592
C110436350,331,1,4132.98,4132.98,475
C110437570,592,1,305609.75,305609.75,214
C1104384718,305,1,188821.17,188821.17,501
C1104386489,44,0,0.0,0.0,762
C1104399736,18,0,0.0,0.0,788
C1104422761,253,1,4129.81,4129.81,553
C1104425651,43,0,0.0,0.0,763
C1104449974,180,1,112518.23,112518.23,626
C1104461911,134,1,350593.63,350593.63,672
C1104475189,330,1,312173.01,312173.01,476
C1104486068,139,1,11422.52,11422.52,667
C1104488192,259,1,189341.06,189341.06,547
C1104489057,299,1,14620.08,14620.08,507
C1104519157,18,0,0.0,0.0,788
C1104519817,304,1,182183.38,182183.38,502
C1104531029,10,0,0.0,0.0,796
C1104568111,308,1,39065.48,39065.48,498
C1104581741,165,1,99226.24,99226.24,641
C1104586819,203,1,24332.87,24332.87,603
C1104600132,281,1,43585.48,43585.48,525
C1104604909,105,2,22700.3916455695,11350.19582278475,701
C110461585,153,1,41377.36,41377.36,653
C1104619448,134,1,236165.49,236165.49,672
C1104625651,225,1,7055.7,7055.7,581
C1104642183,41,0,0.0,0.0,765
C1104680821,202,1,14008.78,14008.78,604
C1104731185,209,1,127111.29,127111.29,597
C1104752006,142,1,7964.45,7964.45,664
C1104753957,19,0,0.0,0.0,787
C1104762221,133,1,29327.45,29327.45,673
C1104787606,403,1,226216.08,226216.08,403
C1104794818,137,1,1514613.49,1514613.49,669
C110481155,354,1,75460.77,75460.77,452
C1104818409,588,1,19673.29,19673.29,218
C1104853892,184,1,31287.67,31287.67,622
C1104862287,351,1,16233.78,16233.78,455
C1104899385,281,1,65531.36,65531.36,525
C1104918334,187,1,21539.2,21539.2,619
C1104934038,307,1,280.34,280.34,499
C1104936088,273,4,6670.071028650963,1667.5177571627407,533
C1104941761,35,0,0.0,0.0,771
C1104963300,253,1,10526.52,10526.52,553
C1104978176,250,4,3111516.251631015,777879.0629077537,556
C1104996622,137,1,121725.8,121725.8,669
C110502753,321,1,99432.68,99432.68,485
C1105029525,17,0,0.0,0.0,789
C110507005,188,1,3677.59,3677.59,618
C1105096927,229,1,100636.84,100636.84,577
C1105103306,235,1,27714.16,27714.16,571
C1105130446,17,0,0.0,0.0,789
C1105130682,163,1,212072.04,212072.04,643
C1105169020,276,1,18152.19,18152.19,530
C1105170710,373,1,2659.41,2659.41,433
C1105171341,186,1,16639.09,16639.09,620
C1105183308,213,1,4138.11,4138.11,593
C1105221509,542,1,4365.39,4365.39,264
C110522457,300,1,487421.95,487421.95,506
C1105239544,10,0,0.0,0.0,796
C1105264487,254,1,134250.51,134250.51,552
C1105308060,35,0,0.0,0.0,771
C1105373055,301,1,203934.33,203934.33,505
C1105385976,355,1,20395.72,20395.72,451
C1105388599,538,1,8431.63,8431.63,268
C1105389480,41,0,0.0,0.0,765
C1105419575,21,0,0.0,0.0,785
C1105484308,324,5,46614.56158271595,9322.91231654319,482
C1105543181,234,1,381699.6,381699.6,572
C1105548289,331,1,20909.06,20909.06,475
C1105550659,475,5,12386.418168539814,2477.283633707963,331
C1105573995,41,0,0.0,0.0,765
C1105631051,379,1,3738.34,3738.34,427
C1105636546,256,1,285171.63,285171.63,550
C110563969,201,1,3880.61,3880.61,605
C1105655150,159,1,1833.62,1833.62,647
C1105660873,278,1,570459.62,570459.62,528
C1105685993,329,1,283585.31,283585.31,477
C1105702305,180,1,846.11,846.11,626
C1105710969,20,0,0.0,0.0,786
C1105721756,208,1,134647.56,134647.56,598
C110572509,278,1,57161.33,57161.33,528
C1105739792,424,4,168665.48848980787,42166.37212245197,382
C1105744308,16,0,0.0,0.0,790
C1105751063,190,1,6548.21,6548.21,616
C1105767230,191,1,159618.69,159618.69,615
C1105813021,260,1,7760.86,7760.86,546
C1105821660,185,1,27589.18,27589.18,621
C1105972540,134,1,346499.64,346499.64,672
C1105976119,374,1,182948.4,182948.4,432
C1105984170,471,1,299460.16,299460.16,335
C1105993827,190,1,54893.44,54893.44,616
C1106015177,302,1,146886.37,146886.37,504
C1106015949,136,1,1706.42,1706.42,670
C1106040659,41,0,0.0,0.0,765
C1106078801,179,1,8115.21,8115.21,627
C110613302,402,1,3475.12,3475.12,404
C1106135019,401,1,81118.35,81118.35,405
C1106188439,375,1,27242.03,27242.03,431
C1106200283,13,0,0.0,0.0,793
C1106203847,208,1,91233.92,91233.92,598
C1106213563,574,1,1117.94,1117.94,232
C110622242,165,1,109954.9,109954.9,641
C1106241950,34,0,0.0,0.0,772
C1106247638,155,1,13828.2,13828.2,651
C1106291473,213,1,5592.55,5592.55,593
C1106291647,372,1,329085.56,329085.56,434
C1106296298,14,0,0.0,0.0,792
C1106299445,203,1,19138.99,19138.99,603
C1106304171,188,1,252519.03,252519.03,618
C1106360840,570,1,209506.45,209506.45,236
C1106386230,356,1,7649.4,7649.4,450
C1106419010,250,1,27050.22,27050.22,556
C1106473675,209,1,4656.07,4656.07,597
C1106479847,18,0,0.0,0.0,788
C1106492689,283,1,28447.85,28447.85,523
C1106502445,275,1,102980.65,102980.65,531
C1106542731,376,1,154596.36,154596.36,430
C1106558321,262,1,3693.29,3693.29,544
C1106613717,155,1,87477.66,87477.66,651
C1106633940,19,0,0.0,0.0,787
C1106636282,179,1,137173.88,137173.88,627
C1106648654,159,1,4054.14,4054.14,647
C110670671,284,1,22212.19,22212.19,522
C1106707501,43,0,0.0,0.0,763
C1106752561,131,1,49927.8,49927.8,675
C1106766065,400,1,306843.26,306843.26,406
C1106788413,684,1,29811.7,29811.7,122
C1106841935,20,0,0.0,0.0,786
C1106856702,356,1,1540415.86,1540415.86,450
C1106869663,157,1,312531.44,312531.44,649
C1106873609,379,1,114460.64,114460.64,427
C1106923196,288,1,102304.77,102304.77,518
C1106941790,401,1,184122.43,184122.43,405
C1106944657,404,1,252863.09,252863.09,402
C1106970032,182,1,9293.16,9293.16,624
C1106991782,393,1,6206.41,6206.41,413
C1106994281,333,1,14241.81,14241.81,473
C1106996013,43,0,0.0,0.0,763
C1106999240,399,1,261680.36,261680.36,407
C1107029753,254,1,166351.2,166351.2,552
C1107067764,229,1,19477.36,19477.36,577
C1107069868,20,0,0.0,0.0,786
C1107080129,12,0,0.0,0.0,794
C1107142491,201,1,11467.27,11467.27,605
C1107197827,352,1,104057.45,104057.45,454
C1107228117,360,1,2112839.15,2112839.15,446
C1107291811,36,0,0.0,0.0,770
C1107305221,329,1,6702.61,6702.61,477
C1107311045,163,1,6586.47,6586.47,643
C1107313459,158,1,17123.29,17123.29,648
C1107409669,160,1,169594.37,169594.37,646
C110742028,518,1,23497.97,23497.97,288
C110742974,375,1,10264.79,10264.79,431
C1107440947,371,1,6006.91,6006.91,435
C1107446852,249,1,17621.92,17621.92,557
C1107455850,168,1,6214.98,6214.98,638
C1107509982,209,4,61936.35770597878,15484.089426494695,597
C1107518120,143,1,105282.2,105282.2,663
C1107560447,275,1,258774.79,258774.79,531
C1107562087,330,1,274892.71,274892.71,476
C1107581400,186,1,7507.07,7507.07,620
C1107585501,154,1,1409385.34,1409385.34,652
C1107607134,230,1,18949.74,18949.74,576
C1107610670,11,0,0.0,0.0,795
C1107630223,34,0,0.0,0.0,772
C110766669,235,1,162927.69,162927.69,571
C1107725683,135,1,19469.3,19469.3,671
C1107733348,179,1,398936.32,398936.32,627
C1107735589,251,1,78383.54,78383.54,555
C1107773506,493,1,3359597.42,3359597.42,313
C1107788922,212,1,52372.15,52372.15,594
C1107795982,254,1,52874.49,52874.49,552
C1107808709,19,0,0.0,0.0,787
C1107831525,376,1,74994.1,74994.1,430
C1107885351,42,0,0.0,0.0,764
C1107897077,399,1,31156.91,31156.91,407
C1107897762,226,1,313.72,313.72,580
C1107900336,38,0,0.0,0.0,768
C1107904489,18,0,0.0,0.0,788
C1107910100,235,1,165828.4,165828.4,571
C1107911315,161,1,9139.59,9139.59,645
C1107915049,347,1,116269.44,116269.44,459
C110792513,15,0,0.0,0.0,791
C110794043,347,1,56672.74,56672.74,459
C1107945035,164,1,25963.45,25963.45,642
C1107957278,252,1,98367.64,98367.64,554
C1107982571,132,1,111376.24,111376.24,674
C1107987056,20,0,0.0,0.0,786
C1107989963,345,1,139077.79,139077.79,461
C1107994819,500,1,141336.16,141336.16,306
C1108015230,236,1,13145.46,13145.46,570
C1108043277,48,0,0.0,0.0,758
C1108046812,212,1,2657.17,2657.17,594
C1108048828,19,0,0.0,0.0,787
C1108063561,353,1,16653.36,16653.36,453
C110806775,256,5,1223031.9395223444,244606.38790446887,550
C1108074672,349,1,160811.36,160811.36,457
C1108081716,186,1,2839.95,2839.95,620
C1108135545,164,1,233661.04,233661.04,642
C1108137699,213,1,22838.76,22838.76,593
C1108149580,253,1,524205.41,524205.41,553
C1108166789,136,1,126036.98,126036.98,670
C1108173641,138,1,61723.8,61723.8,668
C1108241472,373,1,191008.36,191008.36,433
C1108253202,158,1,7923.47,7923.47,648
C1108258577,164,1,113584.47,113584.47,642
C110826614,304,1,2375.93,2375.93,502
C1108267851,445,4,1370110.1366123958,342527.53415309894,361
C1108279800,44,0,0.0,0.0,762
C1108285303,41,0,0.0,0.0,765
C1108286822,405,1,104151.93,104151.93,401
C1108295191,44,0,0.0,0.0,762
C110829790,325,1,252207.81,252207.81,481
C1108333703,684,1,14173.24,14173.24,122
C1108363460,302,1,16188.18,16188.18,504
C1108388638,260,1,11568.06,11568.06,546
C110842717,250,1,81472.96,81472.96,556
C110843576,398,1,135090.66,135090.66,408
C1108457687,354,1,95851.19,95851.19,452
C1108468856,251,1,109079.29,109079.29,555
C110847572,331,1,33739.72,33739.72,475
C1108507964,35,0,0.0,0.0,771
C1108538512,139,1,6252.58,6252.58,667
C1108539604,111,3,14177.199949593301,4725.7333165311,695
C1108545713,254,1,14252.66,14252.66,552
C1108567734,160,1,24440.72,24440.72,646
C1108623936,250,4,3846167.607305613,961541.9018264032,556
C1108646461,378,1,1526.01,1526.01,428
C1108651270,37,0,0.0,0.0,769
C1108671529,260,1,58059.61,58059.61,546
C1108720384,38,0,0.0,0.0,768
C1108779460,351,1,312570.33,312570.33,455
C1108787651,206,1,26549.91,26549.91,600
C1108794964,46,0,0.0,0.0,760
C1108805567,227,1,119310.3,119310.3,579
C1108840841,228,4,3122278.3774742316,780569.5943685579,578
C1108843542,379,1,184557.33,184557.33,427
C110884727,162,1,464886.09,464886.09,644
C1108859261,130,1,32011.61,32011.61,676
C1108872764,235,1,159904.31,159904.31,571
C1108877469,235,1,255603.12,255603.12,571
C1108897951,249,1,360148.02,360148.02,557
C1108899038,378,1,5926.16,5926.16,428
C110890021,36,0,0.0,0.0,770
C1108918786,236,1,714.22,714.22,570
C1108929110,251,1,264152.51,264152.51,555
C1108929991,203,1,13931.76,13931.76,603
C1108954992,336,1,11838.03,11838.03,470
C1108961139,13,0,0.0,0.0,793
C1108988442,11,0,0.0,0.0,795
C1108989553,153,1,39523.5,39523.5,653
C1108995061,139,1,2589.01,2589.01,667
C1109005811,277,1,2181.42,2181.42,529
C1109012946,134,1,4071.45,4071.45,672
C1109056618,211,1,165184.54,165184.54,595
C1109084304,377,1,282838.94,282838.94,429
C1109089279,233,1,201256.28,201256.28,573
C1109090266,380,1,10184.09,10184.09,426
C1109090332,178,1,17994.88,17994.88,628
C1109183554,42,0,0.0,0.0,764
C1109201662,228,1,139801.85,139801.85,578
C110921286,210,1,9817.67,9817.67,596
C1109227279,370,1,22046.34,22046.34,436
C1109254439,324,1,34003.33,34003.33,482
C1109260390,181,1,92939.84,92939.84,625
C1109269840,545,1,633982.9,633982.9,261
C1109298682,8,0,0.0,0.0,798
C110930142,284,1,10677.38,10677.38,522
C1109302366,397,1,24413.75,24413.75,409
C1109325865,394,1,39215.16,39215.16,412
C1109338049,379,1,145514.02,145514.02,427
C1109340714,332,1,3632281.76,3632281.76,474
C1109341970,185,1,29717.15,29717.15,621
C1109360955,263,1,106226.29,106226.29,543
C1109386181,259,1,7012.44,7012.44,547
C1109423712,130,1,167400.17,167400.17,676
C1109453530,227,1,267271.29,267271.29,579
C1109481863,184,1,225039.82,225039.82,622
C1109485263,21,0,0.0,0.0,785
C1109486722,305,1,162906.57,162906.57,501
C1109529399,210,1,180829.42,180829.42,596
C1109540037,299,1,230405.8,230405.8,507
C1109578127,130,3,612771.2404794937,204257.08015983124,676
C110958698,211,1,30866.81,30866.81,595
C1109587365,393,1,22427.47,22427.47,413
C1109593285,278,1,3870.0,3870.0,528
C1109607486,162,1,252618.74,252618.74,644
C1109618577,162,1,8537.22,8537.22,644
C1109628873,379,1,78244.66,78244.66,427
C1109640520,306,1,160300.76,160300.76,500
C1109654672,21,0,0.0,0.0,785
C1109679504,156,1,334862.05,334862.05,650
C1109686724,304,1,18830.82,18830.82,502
C1109704171,216,1,138263.93,138263.93,590
C1109713306,190,1,203393.29,203393.29,616
C1109724014,393,1,52842.24,52842.24,413
C110973551,298,1,18751.59,18751.59,508
C1109757613,41,0,0.0,0.0,765
C1109771469,280,1,146883.23,146883.23,526
C1109923280,404,1,12794.23,12794.23,402
C1109924302,524,1,144142.18,144142.18,282
C110994226,49,0,0.0,0.0,757
C1109952050,250,1,234972.46,234972.46,556
C1109958496,550,1,142274.79,142274.79,256
C1109970277,14,0,0.0,0.0,792
C110997812,402,1,35759.37,35759.37,404
C1110007719,251,1,6795.43,6795.43,555
C1110011738,36,0,0.0,0.0,770
C1110022160,324,1,4223.06,4223.06,482
C1110038192,235,1,624175.08,624175.08,571
C1110058487,308,1,17351.21,17351.21,498
C1110063124,377,1,14281.62,14281.62,429
C1110064481,233,1,6429.09,6429.09,573
C1110080458,159,1,69148.37,69148.37,647
C1110090536,15,0,0.0,0.0,791
C1110094922,277,1,62356.94,62356.94,529
C1110105400,402,1,152261.91,152261.91,404
C1110114602,348,1,241210.78,241210.78,458
C1110115393,305,1,9146.04,9146.04,501
C111020916,375,1,127787.08,127787.08,431
C1110212905,159,1,125193.59,125193.59,647
C1110256468,204,1,168475.64,168475.64,602
C1110278436,187,1,224488.87,224488.87,619
C1110319239,12,0,0.0,0.0,794
C111034932,185,1,169377.38,169377.38,621
C111035597,86,1,448466.92512009706,448466.92512009706,720
C1110381635,249,1,60869.12,60869.12,557
C1110470740,15,0,0.0,0.0,791
C111048950,177,1,2846.46,2846.46,629
C111050195,155,1,146077.66,146077.66,651
C1110541965,376,1,213951.32,213951.32,430
C1110550341,347,1,10610.99,10610.99,459
C1110567075,234,1,16205.47,16205.47,572
C1110635828,251,1,154850.39,154850.39,555
C111064448,204,1,847892.32,847892.32,602
C1110655579,180,1,190191.31,190191.31,626
C1110662369,210,1,188328.2,188328.2,596
C1110670128,254,1,199499.21,199499.21,552
C111067471,545,1,172250.89,172250.89,261
C1110693546,378,1,124360.58,124360.58,428
C1110697605,137,1,21714.55,21714.55,669
C1110748255,324,1,11212.42,11212.42,482
C1110783967,302,1,417768.66,417768.66,504
C1110785220,379,1,27048.24,27048.24,427
C1110791662,206,1,70152.95,70152.95,600
C1110820936,351,1,74278.36,74278.36,455
C1110870618,279,1,18500.18,18500.18,527
C1110926524,347,1,35412.95,35412.95,459
C1110950184,10,0,0.0,0.0,796
C1110998655,327,1,4052.07,4052.07,479
C1111002460,372,1,2183.6,2183.6,434
C1111018536,228,1,56087.37,56087.37,578
C1111027786,400,1,895249.08,895249.08,406
C1111083658,215,1,41031.98,41031.98,591
C1111119806,258,1,9387.15,9387.15,548
C1111122311,298,1,273483.42,273483.42,508
C1111135209,185,1,3150.85,3150.85,621
C1111165269,416,1,14298.64,14298.64,390
C111121381,377,1,235089.02,235089.02,429
C1111223298,258,1,12259.32,12259.32,548
C1111245324,187,1,6589.4,6589.4,619
C1111276569,327,1,3952.09,3952.09,479
C1111278123,159,1,2882.28,2882.28,647
C1111294593,45,0,0.0,0.0,761
C111129529,377,1,10744.77,10744.77,429
C1111300134,355,1,35200.64,35200.64,451
C1111307696,20,0,0.0,0.0,786
C1111349773,309,1,2863.55,2863.55,497
C1111360316,254,1,27876.04,27876.04,552
C1111387492,358,1,33122.06,33122.06,448
C1111401597,48,0,0.0,0.0,758
C1111412705,43,0,0.0,0.0,763
C111141991,400,1,244313.43,244313.43,406
C1111458600,297,1,47534.43,47534.43,509
C1111500576,398,1,1116.92,1116.92,408
C111155120,357,1,24825.69,24825.69,449
C1111570518,134,1,21053.57,21053.57,672
C1111571481,189,1,750.96,750.96,617
C1111580463,335,1,113533.28,113533.28,471
C1111582892,467,4,79301.26521504574,19825.316303761436,339
C1111590400,16,0,0.0,0.0,790
C1111612803,158,1,2657.95,2657.95,648
C11116144,183,1,113867.22,113867.22,623
C1111656283,41,0,0.0,0.0,765
C1111662881,187,1,36990.03,36990.03,619
C1111668121,301,1,199.51,199.51,505
C1111727345,527,1,3653.62,3653.62,279
C1111750227,229,1,51040.57,51040.57,577
C1111759738,252,1,4575.85,4575.85,554
C1111772426,250,1,25271.22,25271.22,556
C1111776776,18,0,0.0,0.0,788
C1111785191,274,1,3304.78,3304.78,532
C1111804644,401,1,55261.36,55261.36,405
C1111843440,179,1,8024.5,8024.5,627
C1111845508,401,1,3021.71,3021.71,405
C111186024,375,1,5275.04,5275.04,431
C1111874363,138,1,119773.31,119773.31,668
