nameOrig,last_step,Frequency,MonetarySum,MonetaryAvg,Recency,R_Score,F_Score,M_Score,RFM_Total,Segment,isFraud_Actual,Anomaly_Score,Is_Anomaly
C1102759666,322,1,5127651.24,5127651.24,484,3,1,4,8,Potential (잠재 고객),0.0,-1,이상 거래 의심
C1358968278,734,3,5113249.348527338,1704416.4495091129,72,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C2033525738,394,1,5076879.79,5076879.79,412,4,3,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C993092743,359,1,5063668.76,5063668.76,447,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C279237552,250,1,5062796.47,5062796.47,556,2,3,4,9,Loyal (충성 고객),0.0,-1,이상 거래 의심
C1269633809,407,4,5049069.606901785,1262267.4017254463,399,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C445191357,369,1,5040228.28,5040228.28,437,4,3,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C2076961719,211,1,5037492.79,5037492.79,595,2,3,4,9,Loyal (충성 고객),0.0,-1,이상 거래 의심
C1636622034,212,1,5035078.74,5035078.74,594,2,2,4,8,Potential (잠재 고객),0.0,-1,이상 거래 의심
C1710181506,328,1,5001046.82,5001046.82,478,3,2,4,9,Loyal (충성 고객),0.0,-1,이상 거래 의심
C906942290,454,4,4987410.58269748,1246852.64567437,352,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1716920810,348,1,4977791.8,4977791.8,458,4,2,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C728984460,212,1,4953893.08,4953893.08,594,2,4,4,10,Loyal (충성 고객),1.0,-1,이상 거래 의심
C732900584,417,4,4948569.32033314,1237142.330083285,389,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C452025320,350,5,4918254.123818777,983650.8247637553,456,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1015981919,304,1,4896189.45,4896189.45,502,3,1,4,8,Potential (잠재 고객),0.0,-1,이상 거래 의심
C1971684490,340,1,4896179.38,4896179.38,466,3,3,4,10,Loyal (충성 고객),1.0,-1,이상 거래 의심
C1325144829,226,1,4890227.6,4890227.6,580,2,2,4,8,Potential (잠재 고객),0.0,-1,이상 거래 의심
C1512544145,298,1,4880845.38,4880845.38,508,3,2,4,9,Loyal (충성 고객),0.0,-1,이상 거래 의심
C1257098755,527,5,4875559.198037377,975111.8396074753,279,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1445814761,323,1,4842758.08,4842758.08,483,3,2,4,9,Loyal (충성 고객),0.0,-1,이상 거래 의심
C1899758275,334,1,4839244.66,4839244.66,472,3,3,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C1553975435,393,1,4838695.48,4838695.48,413,4,2,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C2114830737,299,1,4829968.27,4829968.27,507,3,3,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C1392753975,353,1,4819234.93,4819234.93,453,4,2,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C2128230868,347,1,4806562.31,4806562.31,459,4,3,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1130719527,310,1,4754115.62,4754115.62,496,3,1,4,8,Potential (잠재 고객),0.0,-1,이상 거래 의심
C1577441039,306,1,4745848.78,4745848.78,500,3,2,4,9,Loyal (충성 고객),0.0,-1,이상 거래 의심
C1096111656,305,1,4728680.2,4728680.2,501,3,1,4,8,Potential (잠재 고객),0.0,-1,이상 거래 의심
C1541109526,474,1,4697260.84,4697260.84,332,4,2,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C628824874,587,1,4676409.57,4676409.57,219,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1174244896,328,1,4662682.39,4662682.39,478,3,1,4,8,Potential (잠재 고객),0.0,-1,이상 거래 의심
C1061988801,302,4,4657594.713157816,1164398.678289454,504,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1848347585,322,1,4633733.67,4633733.67,484,3,3,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C2089741901,66,1,4631432.03,4631432.03,740,1,3,4,8,Potential (잠재 고객),1.0,-1,이상 거래 의심
C187616632,275,1,4625864.14,4625864.14,531,3,3,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C465729652,474,5,4617468.830357697,923493.7660715394,332,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1365245798,444,5,4587917.057174506,917583.4114349012,362,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C742119535,251,5,4556001.644439734,911200.3288879467,555,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1743632471,299,1,4555341.14,4555341.14,507,3,2,4,9,Loyal (충성 고객),0.0,-1,이상 거래 의심
C1975799783,405,1,4553777.52,4553777.52,401,4,3,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C403863838,232,5,4545802.989697094,909160.5979394189,574,2,4,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C1747074639,372,1,4496203.63,4496203.63,434,4,2,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C1705612559,401,1,4481768.26,4481768.26,405,4,2,4,10,Loyal (충성 고객),1.0,-1,이상 거래 의심
C310380348,231,5,4462664.991811831,892532.9983623661,575,2,4,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C385884600,376,1,4351480.61,4351480.61,430,4,3,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C426288685,322,1,4350361.64,4350361.64,484,3,3,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C2035351315,328,1,4338766.04,4338766.04,478,3,3,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C1274822807,335,1,4338689.94,4338689.94,471,3,2,4,9,Loyal (충성 고객),0.0,-1,이상 거래 의심
C353606671,358,5,4309698.778226831,861939.7556453662,448,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1482837994,215,4,4307681.764439771,1076920.4411099427,591,2,4,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C1595113380,298,1,4272074.04,4272074.04,508,3,2,4,9,Loyal (충성 고객),0.0,-1,이상 거래 의심
C1548554533,327,1,4271521.29,4271521.29,479,3,2,4,9,Loyal (충성 고객),0.0,-1,이상 거래 의심
C1884058880,306,1,4251270.56,4251270.56,500,3,3,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C1663491817,350,1,4243023.96,4243023.96,456,4,2,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C237025480,353,1,4206923.79,4206923.79,453,4,3,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1682186580,637,1,4205849.55,4205849.55,169,4,2,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C1592781235,370,4,4200281.294126218,1050070.3235315545,436,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1051740074,336,1,4178909.52,4178909.52,470,3,1,4,8,Potential (잠재 고객),0.0,-1,이상 거래 의심
C187634699,348,1,4178268.05,4178268.05,458,4,3,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1089967032,393,1,4157948.56,4157948.56,413,4,1,4,9,Loyal (충성 고객),0.0,-1,이상 거래 의심
C144818960,359,1,4141798.47,4141798.47,447,4,2,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C953837534,376,1,4138234.99,4138234.99,430,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C625476444,684,1,4126119.93,4126119.93,122,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1093983453,475,4,4103705.417541783,1025926.3543854457,331,4,4,4,12,Champions (핵심 VIP),1.0,-1,이상 거래 의심
C618365908,332,1,4089316.49,4089316.49,474,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C2046361215,323,1,4088854.21,4088854.21,483,3,3,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C1013036262,348,1,4081943.37,4081943.37,458,4,1,4,9,Loyal (충성 고객),0.0,-1,이상 거래 의심
C27248544,321,1,4077518.84,4077518.84,485,3,3,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C1048119075,514,1,4065359.59,4065359.59,292,4,1,4,9,Loyal (충성 고객),0.0,-1,이상 거래 의심
C894358876,424,4,4057692.8239270123,1014423.2059817531,382,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C166364248,217,5,4052964.7654738813,810592.9530947763,589,2,4,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C10606030,346,5,4043625.133828333,808725.0267656667,460,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C786753991,348,1,4030171.6,4030171.6,458,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1410410243,328,1,4030139.91,4030139.91,478,3,2,4,9,Loyal (충성 고객),0.0,-1,이상 거래 의심
C426878364,381,1,4027116.18,4027116.18,425,4,3,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C87352538,548,1,4023608.8,4023608.8,258,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1209319311,346,1,4019325.89,4019325.89,460,3,1,4,8,Potential (잠재 고객),0.0,-1,이상 거래 의심
C1838312727,279,4,3997676.4584757797,999419.1146189449,527,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C2002796491,522,1,3992149.76,3992149.76,284,4,3,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1558298987,467,4,3980482.5266088448,995120.6316522112,339,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C163860931,225,5,3941252.242411487,788250.4484822974,581,2,4,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C1531522218,471,4,3927503.12568538,981875.781421345,335,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C121817565,237,5,3926481.7658451423,785296.3531690284,569,2,4,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C1990581330,376,1,3874529.72,3874529.72,430,4,3,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1568347121,350,1,3868757.32,3868757.32,456,4,2,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C1611333212,538,1,3856775.88,3856775.88,268,4,2,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C1214192828,96,1,3851725.98,3851725.98,710,1,1,4,6,At Risk (이탈 위험),0.0,-1,이상 거래 의심
C1040351401,448,5,3850497.371112134,770099.4742224268,358,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1108623936,250,4,3846167.607305613,961541.9018264032,556,2,4,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C1462382736,369,1,3841926.49,3841926.49,437,4,2,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C435625443,205,4,3811026.4017979675,952756.6004494919,601,2,4,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C720931970,329,1,3754927.93,3754927.93,477,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C428112835,393,5,3745054.420134292,749010.8840268584,413,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1893185957,685,5,3738119.5117235184,747623.9023447037,121,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C770840269,503,1,3724890.53,3724890.53,303,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1201632555,140,4,3712071.858176232,928017.964544058,666,1,4,4,9,Loyal (충성 고객),0.0,-1,이상 거래 의심
C3654626,538,1,3711245.25,3711245.25,268,4,3,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C513615784,327,1,3708543.98,3708543.98,479,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C633635438,540,1,3707342.38,3707342.38,266,4,4,4,12,Champions (핵심 VIP),1.0,-1,이상 거래 의심
C203243106,380,1,3687448.43,3687448.43,426,4,3,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1692266741,371,1,3673978.2,3673978.2,435,4,2,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C1433844462,376,1,3665638.11,3665638.11,430,4,2,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C1958102107,324,1,3649741.67,3649741.67,482,3,3,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C1438214695,522,1,3647962.44,3647962.44,284,4,2,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C1274561020,431,5,3642620.137653918,728524.0275307836,375,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C962798111,422,1,3594795.65,3594795.65,384,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1712365130,398,5,3586820.6349667525,717364.1269933505,408,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C458467003,557,1,3571807.73,3571807.73,249,4,3,4,11,Champions (핵심 VIP),1.0,-1,이상 거래 의심
C321048204,334,4,3566840.2654291294,891710.0663572823,472,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1691746811,369,4,3541493.3249538206,885373.3312384551,437,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1064173077,659,1,3536152.77,3536152.77,147,4,1,4,9,Loyal (충성 고객),0.0,-1,이상 거래 의심
C2072223856,661,1,3527584.12,3527584.12,145,4,3,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1716027497,522,1,3510393.98,3510393.98,284,4,2,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C825288331,330,5,3509213.268012756,701842.6536025512,476,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C776470914,283,4,3494847.1347485343,873711.7836871336,523,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1900819473,66,1,3444943.59,3444943.59,740,1,3,4,8,Potential (잠재 고객),1.0,-1,이상 거래 의심
C574601947,418,4,3421721.2706674132,855430.3176668533,388,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1508760698,443,3,3410343.307581843,1136781.102527281,363,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C475852316,346,5,3400611.3468335816,680122.2693667163,460,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C568046158,233,4,3400376.4456695467,850094.1114173867,573,2,4,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C1224334598,490,1,3394179.3,3394179.3,316,4,1,4,9,Loyal (충성 고객),0.0,-1,이상 거래 의심
C1107773506,493,1,3359597.42,3359597.42,313,4,1,4,9,Loyal (충성 고객),0.0,-1,이상 거래 의심
C503585177,331,3,3316952.3580105836,1105650.786003528,475,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C981739096,117,3,3298522.6216245294,1099507.5405415099,689,1,4,4,9,Loyal (충성 고객),0.0,-1,이상 거래 의심
C206162853,445,4,3276898.6084685205,819224.6521171301,361,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C628968947,325,5,3223963.6908566225,644792.7381713245,481,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C2053077132,664,1,3216154.92,3216154.92,142,4,3,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C2030493241,378,4,3201912.6456524474,800478.1614131118,428,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1679725120,376,5,3180800.81549522,636160.163099044,430,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1373702635,347,4,3164818.026922614,791204.5067306535,459,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1856999341,297,5,3156582.951205325,631316.590241065,509,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1982236682,177,3,3138745.7763680583,1046248.5921226861,629,2,4,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C404346187,111,3,3122476.822510452,1040825.607503484,695,1,4,4,9,Loyal (충성 고객),0.0,-1,이상 거래 의심
C1108840841,228,4,3122278.3774742316,780569.5943685579,578,2,4,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C1524581644,472,4,3119057.418832357,779764.3547080893,334,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1104978176,250,4,3111516.251631015,777879.0629077537,556,2,4,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C726891504,351,4,3098496.9549770597,774624.2387442649,455,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1401230675,328,5,3077593.177368611,615518.6354737222,478,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C335064550,87,2,3073064.9160484374,1536532.4580242187,719,1,4,4,9,Loyal (충성 고객),0.0,-1,이상 거래 의심
C1679501847,683,1,3070499.21,3070499.21,123,4,2,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C1189314951,597,1,3048771.1,3048771.1,209,4,1,4,9,Loyal (충성 고객),0.0,-1,이상 거래 의심
C248779444,445,4,3029529.708847108,757382.427211777,361,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C2059085945,324,5,3029306.205914319,605861.2411828638,482,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1601967719,345,5,3025625.3983209804,605125.0796641961,461,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C21278555,419,3,3019805.071597214,1006601.6905324046,387,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1553010557,444,3,2976975.347598125,992325.1158660417,362,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C475673729,349,4,2973739.948638695,743434.9871596737,457,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1261263265,449,5,2931437.717296538,586287.5434593076,357,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C642202298,520,1,2913266.72,2913266.72,286,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C683799433,283,4,2892753.2172461553,723188.3043115388,523,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C467912402,257,3,2887449.1011468815,962483.0337156272,549,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C832364074,374,5,2869643.666887719,573928.7333775439,432,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1962155506,188,3,2865758.4546391657,955252.8182130553,618,2,4,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C138144848,211,4,2849949.999776214,712487.4999440535,595,2,4,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C1594312989,424,5,2848103.948400942,569620.7896801884,382,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1052664864,251,5,2809748.2856810875,561949.6571362175,555,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C929263003,297,4,2807894.4425032046,701973.6106258011,509,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C241454640,202,4,2803500.075653322,700875.0189133305,604,2,4,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C1556977856,498,5,2792421.492840533,558484.2985681066,308,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C48717380,675,1,2772043.9,2772043.9,131,4,3,4,11,Champions (핵심 VIP),1.0,-1,이상 거래 의심
C600644430,485,1,2755588.11,2755588.11,321,4,4,4,12,Champions (핵심 VIP),1.0,1,정상 패턴
C39023294,349,3,2726147.9888541363,908715.9962847121,457,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1732090063,155,1,2723017.17,2723017.17,651,1,2,4,7,Potential (잠재 고객),1.0,1,정상 패턴
C161790428,225,5,2721685.0852360358,544337.0170472071,581,2,4,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C1991829972,258,5,2705885.339260837,541177.0678521674,548,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1224800061,355,5,2705049.2614728324,541009.8522945665,451,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C167376897,423,5,2675529.964695159,535105.9929390318,383,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C476915325,112,3,2666347.459074177,888782.486358059,694,1,4,4,9,Loyal (충성 고객),0.0,-1,이상 거래 의심
C1539956396,492,5,2664079.9147258806,532815.9829451761,314,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C151945529,232,3,2661516.81557885,887172.2718596166,574,2,4,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C1653050033,110,2,2651253.4556497606,1325626.7278248803,696,1,4,4,9,Loyal (충성 고객),0.0,-1,이상 거래 의심
C2014781148,278,3,2643420.9875726895,881140.3291908965,528,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1660845223,468,5,2631497.2519185515,526299.4503837103,338,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1329986862,428,5,2626432.099108395,525286.419821679,378,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C2009481295,406,5,2625826.797217067,525165.3594434133,400,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C2074539251,428,5,2619332.3270898215,523866.46541796427,378,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1795028366,299,3,2618179.088991975,872726.362997325,507,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C2095059196,212,4,2609907.974941087,652476.9937352717,594,2,4,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C596035567,349,3,2602705.003738465,867568.3345794883,457,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C718019031,184,3,2596523.1780249113,865507.7260083038,622,2,4,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C181932048,261,3,2590779.7981088026,863593.2660362675,545,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1780791360,299,5,2577960.071950358,515592.01439007156,507,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1439048569,424,5,2574313.2372237253,514862.64744474506,382,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1034067842,737,3,2568677.9758457183,856225.9919485728,69,4,4,4,12,Champions (핵심 VIP),1.0,-1,이상 거래 의심
C120893436,254,4,2560671.547731714,640167.8869329285,552,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1962831292,208,3,2545088.273704599,848362.757901533,598,2,4,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C140200676,258,4,2545049.5411629775,636262.3852907444,548,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1724684597,354,3,2534464.9205240775,844821.6401746925,452,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C4863930,322,1,2533650.09,2533650.09,484,3,3,4,10,Loyal (충성 고객),1.0,1,정상 패턴
C2057564709,347,5,2529386.5259002876,505877.30518005753,459,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C2122835584,303,5,2529363.9321877738,505872.78643755475,503,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C2036065272,466,5,2492626.8505609357,498525.3701121871,340,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1249145127,114,3,2489810.2333537256,829936.7444512419,692,1,4,4,9,Loyal (충성 고객),0.0,-1,이상 거래 의심
C698920444,449,5,2486988.670644834,497397.7341289668,357,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C532443835,136,4,2484396.2748007723,621099.0687001931,670,1,4,4,9,Loyal (충성 고객),0.0,-1,이상 거래 의심
C1570081763,369,3,2483019.659738494,827673.2199128313,437,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1248017906,419,5,2472374.214834714,494474.84296694276,387,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C390622231,425,5,2461457.910666638,492291.5821333276,381,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C879630224,235,4,2459230.7793364376,614807.6948341094,571,2,4,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C1769217864,686,1,2455420.42,2455420.42,120,4,2,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C1581314120,255,5,2453546.4503449444,490709.29006898886,551,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1410234698,299,5,2449667.7428564704,489933.54857129406,507,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C495654507,324,4,2449521.3910787045,612380.3477696761,482,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1686848844,443,5,2440040.256607456,488008.05132149125,363,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C738124968,333,4,2409704.1012359504,602426.0253089876,473,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1707220952,359,4,2392065.4122675983,598016.3530668996,447,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C182699976,228,3,2389274.6991062276,796424.8997020759,578,2,4,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C1260080272,643,5,2385552.998000402,477110.5996000804,163,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C303263057,231,4,2383623.8721078886,595905.9680269721,575,2,4,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C1720919749,441,5,2376616.531752237,475323.3063504474,365,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1524039392,232,5,2368021.9265471874,473604.38530943746,574,2,4,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C70239014,206,4,2358360.91928263,589590.2298206575,600,2,4,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C340737462,304,3,2353485.252737095,784495.0842456984,502,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C920015149,328,5,2338674.9268083386,467734.9853616677,478,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C796611454,278,4,2337457.1821821537,584364.2955455384,528,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C571976802,202,3,2336978.70134344,778992.9004478133,604,2,4,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C1872265618,227,5,2329183.7716072584,465836.75432145165,579,2,4,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C1373829253,291,1,2324907.08,2324907.08,515,3,2,4,9,Loyal (충성 고객),1.0,1,정상 패턴
C1286407060,278,5,2319136.1566730435,463827.2313346087,528,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C641496059,380,5,2310412.600781228,462082.52015624556,426,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C193572945,442,5,2309207.832802486,461841.5665604972,364,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C805943217,322,5,2289270.347829009,457854.06956580176,484,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C302463516,253,3,2288928.757514842,762976.2525049472,553,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C270401132,406,5,2283805.0919981673,456761.01839963347,400,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
